Species,Family,Order,DR,Insularity,MigratoryBehavior,DietBreadth,HabitatBreadth,BodySize,BrainSize,BrainSampleSize,RelativeBrainSize,BrainSD,BrainReference
Lagonosticta_senegala,Estrildidae,PASSERIFORMES,0.184,continental,resident,0.058,3.453,8.55,0.39,8,0.148,0.04,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Lagopus_lagopus,Phasianidae,GALLIFORMES,0.182,continental,migrant,0.015,4.171,459.56,2.38,9,-0.278,0.075,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Lagopus_muta,Phasianidae,GALLIFORMES,0.182,continental,migrant,0.111,0.99,535.5,2.5,4,-0.314,0.043,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Lalage_sueurii,Campephagidae,PASSERIFORMES,0.346,continental,resident,0,4.305,18.9,0.87,6,0.505,0.116,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Lalage_tricolor,Campephagidae,PASSERIFORMES,0.337,continental,migrant,0.099,3.225,25,0.82,1,0.289,0.071,"Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu-Austral Ornithology, 114(2), 160-170."
Lamprotornis_purpureus,Sturnidae,PASSERIFORMES,0.133,continental,resident,0.118,2.769,115.5,2.12,10,0.381,0.077,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Laniarius_erythrogaster,Malaconotidae,PASSERIFORMES,0.319,continental,resident,NA,3.683,45.8,1.56,5,0.593,0.076,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Lanius_collurio,Laniidae,PASSERIFORMES,0.25,continental,migrant,0.007,6.026,28.45,0.96,10,0.374,0.032,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Lanius_cristatus,Laniidae,PASSERIFORMES,0.442,continental,migrant,0.008,5.98,29.74,1.05,8,0.439,0.049,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Lanius_ludovicianus,Laniidae,PASSERIFORMES,0.354,continental,migrant,0.004,3.968,51.75,1.53,10,0.505,0.073,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Lanius_senator,Laniidae,PASSERIFORMES,0.15,continental,migrant,0.004,4.929,36,1.07,10,0.351,0.059,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Larus_argentatus,Laridae,CHARADRIIFORMES,2.048,continental,migrant,0.025,8.53,1082.25,6.69,9,0.275,0.099,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Larus_atricilla,Laridae,CHARADRIIFORMES,0.601,continental,migrant,0.013,1.61,308,3.12,10,0.217,0.045,"Sayol, F., Downing, P. A., Iwaniuk, A. N., Maspons, J., & Sol, D. 2018. Predictable evolution towards larger brains in birds colonizing oceanic islands. Nature communications, 9(1), 2820."
Larus_californicus,Laridae,CHARADRIIFORMES,1.977,continental,migrant,0.15,7.604,693.3,5.07,10,0.248,0.049,"Fristoe, T. S., Iwaniuk, A. N., & Botero, C. A. (2017). Big brains stabilize populations and facilitate colonization of variable habitats in birds. Nature ecology & evolution, 1(11), 1706."
Larus_canus,Laridae,CHARADRIIFORMES,0.57,continental,migrant,0.133,6.797,415.75,4.07,7,0.315,0.062,"Sayol, F., Downing, P. A., Iwaniuk, A. N., Maspons, J., & Sol, D. 2018. Predictable evolution towards larger brains in birds colonizing oceanic islands. Nature communications, 9(1), 2820."
Larus_crassirostris,Laridae,CHARADRIIFORMES,0.715,continental,migrant,NA,1.92,561,4.6,10,0.269,0.064,"Fristoe, T. S., Iwaniuk, A. N., & Botero, C. A. (2017). Big brains stabilize populations and facilitate colonization of variable habitats in birds. Nature ecology & evolution, 1(11), 1706."
Larus_delawarensis,Laridae,CHARADRIIFORMES,0.78,continental,migrant,0.135,4.899,518.5,4.44,10,0.278,0.088,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Larus_dominicanus,Laridae,CHARADRIIFORMES,1.592,continental,migrant,0.019,3.297,941,6.61,7,0.342,0.097,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Larus_fuscus,Laridae,CHARADRIIFORMES,1.567,continental,migrant,0.025,9.666,824.4,5.88,10,0.299,0.071,"Sayol, F., Downing, P. A., Iwaniuk, A. N., Maspons, J., & Sol, D. 2018. Predictable evolution towards larger brains in birds colonizing oceanic islands. Nature communications, 9(1), 2820."
Larus_glaucescens,Laridae,CHARADRIIFORMES,4.362,continental,migrant,0.014,6.335,1063,7.62,15,0.416,0.055,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Larus_hartlaubii,Laridae,CHARADRIIFORMES,1.181,continental,resident,0.014,6.229,271.5,3.07,10,0.272,0.041,"Sayol, F., Downing, P. A., Iwaniuk, A. N., Maspons, J., & Sol, D. 2018. Predictable evolution towards larger brains in birds colonizing oceanic islands. Nature communications, 9(1), 2820."
Larus_heermanni,Laridae,CHARADRIIFORMES,0.735,continental,migrant,0.029,2.41,507,3.85,6,0.148,0.039,"Fristoe, T. S., Iwaniuk, A. N., & Botero, C. A. (2017). Big brains stabilize populations and facilitate colonization of variable habitats in birds. Nature ecology & evolution, 1(11), 1706."
Larus_hyperboreus,Laridae,CHARADRIIFORMES,2.048,continental,migrant,0.018,1.92,1544.25,7.47,10,0.186,0.061,"Sayol, F., Downing, P. A., Iwaniuk, A. N., Maspons, J., & Sol, D. 2018. Predictable evolution towards larger brains in birds colonizing oceanic islands. Nature communications, 9(1), 2820."
Larus_maculipennis,Laridae,CHARADRIIFORMES,0.623,continental,migrant,0.005,5.235,339,3.25,5,0.204,0.025,"Sayol, F., Downing, P. A., Iwaniuk, A. N., Maspons, J., & Sol, D. 2018. Predictable evolution towards larger brains in birds colonizing oceanic islands. Nature communications, 9(1), 2820."
Larus_marinus,Laridae,CHARADRIIFORMES,2.043,continental,migrant,0.052,2.489,1658.5,8.2,10,0.239,0.031,"Sayol, F., Downing, P. A., Iwaniuk, A. N., Maspons, J., & Sol, D. 2018. Predictable evolution towards larger brains in birds colonizing oceanic islands. Nature communications, 9(1), 2820."
Larus_minutus,Laridae,CHARADRIIFORMES,0.142,continental,migrant,NA,6.349,125,1.57,4,0.036,0.072,"Sayol, F., Downing, P. A., Iwaniuk, A. N., Maspons, J., & Sol, D. 2018. Predictable evolution towards larger brains in birds colonizing oceanic islands. Nature communications, 9(1), 2820."
Larus_novaehollandiae,Laridae,CHARADRIIFORMES,0.916,continental,migrant,0.132,5.717,271.5,3.12,12,0.288,0.077,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Larus_occidentalis,Laridae,CHARADRIIFORMES,1.03,continental,migrant,0.014,1.92,931.5,6.89,10,0.389,0.07,"Fristoe, T. S., Iwaniuk, A. N., & Botero, C. A. (2017). Big brains stabilize populations and facilitate colonization of variable habitats in birds. Nature ecology & evolution, 1(11), 1706."
Larus_pacificus,Laridae,CHARADRIIFORMES,0.47,continental,resident,0.014,1.92,1313.5,6.8,1,0.183,0.071,"Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu-Austral Ornithology, 114(2), 160-170."
Larus_philadelphia,Laridae,CHARADRIIFORMES,0.294,continental,migrant,0.014,4.188,211,2.26,7,0.107,0.076,"Sayol, F., Downing, P. A., Iwaniuk, A. N., Maspons, J., & Sol, D. 2018. Predictable evolution towards larger brains in birds colonizing oceanic islands. Nature communications, 9(1), 2820."
Larus_pipixcan,Laridae,CHARADRIIFORMES,0.692,continental,migrant,0.126,7.474,287,2.58,6,0.067,0.07,"Sayol, F., Downing, P. A., Iwaniuk, A. N., Maspons, J., & Sol, D. 2018. Predictable evolution towards larger brains in birds colonizing oceanic islands. Nature communications, 9(1), 2820."
Larus_ridibundus,Laridae,CHARADRIIFORMES,0.708,continental,migrant,0.153,9.325,276.9,3.05,10,0.254,0.05,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Larus_schistisagus,Laridae,CHARADRIIFORMES,4.071,continental,migrant,NA,2.78,1323,7.45,4,0.27,0.078,"Sayol, F., Downing, P. A., Iwaniuk, A. N., Maspons, J., & Sol, D. 2018. Predictable evolution towards larger brains in birds colonizing oceanic islands. Nature communications, 9(1), 2820."
Larus_thayeri,Laridae,CHARADRIIFORMES,5.037,continental,migrant,0.013,4.601,945.5,6.58,4,0.334,0.047,"Sayol, F., Downing, P. A., Iwaniuk, A. N., Maspons, J., & Sol, D. 2018. Predictable evolution towards larger brains in birds colonizing oceanic islands. Nature communications, 9(1), 2820."
Laterallus_albigularis,Rallidae,GRUIFORMES,0.113,continental,resident,0.156,0.999,41.79,1.04,5,0.239,0.047,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Lathamus_discolor,Psittacidae,PSITTACIFORMES,0.05,continental,migrant,0.215,3.042,64.7,2.37,9,0.817,0.147,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Legatus_leucophaius,Tyrannidae,PASSERIFORMES,0.07,continental,migrant,0,2.888,22.2,0.66,3,0.139,0.059,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Leiothrix_lutea,Timaliidae,PASSERIFORMES,0.159,continental,resident,0.185,3.798,21.4,0.92,6,0.492,0.022,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Leipoa_ocellata,Megapodiidae,GALLIFORMES,0.025,continental,resident,0.154,3.046,1917.5,4.5,7,-0.442,0.062,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Lepidocolaptes_affinis,Dendrocolaptidae,PASSERIFORMES,0.479,continental,resident,0,3.661,35,1.13,6,0.421,0.091,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Lepidocolaptes_souleyetii,Dendrocolaptidae,PASSERIFORMES,0.363,continental,resident,0.024,3.531,25.7,1.04,7,0.511,0.062,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Leptoptilos_crumeniferus,Ciconiidae,CICONIIFORMES,0.047,continental,resident,0.016,2.998,6325,27.17,6,0.687,0.129,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Leptoptilos_dubius,Ciconiidae,CICONIIFORMES,0.059,continental,migrant,0.019,5.214,7454,32,3,0.758,0.041,"Sayol, F., Downing, P. A., Iwaniuk, A. N., Maspons, J., & Sol, D. 2018. Predictable evolution towards larger brains in birds colonizing oceanic islands. Nature communications, 9(1), 2820."
Leptotila_cassini,Columbidae,COLUMBIFORMES,0.168,continental,resident,0.175,1.583,193,1.3,3,-0.396,0.071,"Sayol, F., Downing, P. A., Iwaniuk, A. N., Maspons, J., & Sol, D. 2018. Predictable evolution towards larger brains in birds colonizing oceanic islands. Nature communications, 9(1), 2820."
Leptotila_jamaicensis,Columbidae,COLUMBIFORMES,0.074,continental,resident,0.155,2.531,165,1.37,5,-0.256,0.076,"Sayol, F., Downing, P. A., Iwaniuk, A. N., Maspons, J., & Sol, D. 2018. Predictable evolution towards larger brains in birds colonizing oceanic islands. Nature communications, 9(1), 2820."
Leptotila_plumbeiceps,Columbidae,COLUMBIFORMES,0.168,continental,resident,0,1.583,170,1.28,7,-0.34,0.038,"Sayol, F., Downing, P. A., Iwaniuk, A. N., Maspons, J., & Sol, D. 2018. Predictable evolution towards larger brains in birds colonizing oceanic islands. Nature communications, 9(1), 2820."
Leptotila_rufaxilla,Columbidae,COLUMBIFORMES,0.161,continental,resident,0.185,1.583,157,1.27,10,-0.304,0.06,"Sayol, F., Downing, P. A., Iwaniuk, A. N., Maspons, J., & Sol, D. 2018. Predictable evolution towards larger brains in birds colonizing oceanic islands. Nature communications, 9(1), 2820."
Leptotila_verreauxi,Columbidae,COLUMBIFORMES,0.079,continental,resident,0.185,3.876,127.7,1.42,10,-0.076,0.103,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Leucophaeus_scoresbii,Laridae,CHARADRIIFORMES,0.363,continental,migrant,NA,1.92,524.25,4.64,3,0.316,0.027,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Leucopternis_albicollis,Accipitridae,ACCIPITRIFORMES,0.201,continental,resident,0.008,2.347,709.5,7.9,3,0.678,0.074,"Sayol, F., Downing, P. A., Iwaniuk, A. N., Maspons, J., & Sol, D. 2018. Predictable evolution towards larger brains in birds colonizing oceanic islands. Nature communications, 9(1), 2820."
Leucosarcia_melanoleuca,Columbidae,COLUMBIFORMES,0.045,continental,resident,0.154,2.313,429,2.41,6,-0.227,0.016,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Leucosticte_arctoa,Fringillidae,PASSERIFORMES,0.296,continental,migrant,0.058,2.643,30.75,1.31,6,0.642,0.071,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Lewinia_pectoralis,Rallidae,GRUIFORMES,0.11,continental,resident,0.056,7.332,78.1,1.34,7,0.142,0.073,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Lichenostomus_chrysops,Meliphagidae,PASSERIFORMES,0.136,continental,resident,0.215,4.266,17.5,0.72,9,0.359,0.074,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Lichenostomus_cratitius,Meliphagidae,PASSERIFORMES,0.128,continental,resident,0.169,3.2,20.4,0.92,5,0.518,0.058,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Lichenostomus_flavescens,Meliphagidae,PASSERIFORMES,0.093,continental,resident,0.244,3.463,12.83,0.52,5,0.208,0.123,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Lichenostomus_flavus,Meliphagidae,PASSERIFORMES,0.121,continental,resident,0.118,4.05,21.05,0.71,3,0.242,0.042,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Lichenostomus_frenatus,Meliphagidae,PASSERIFORMES,0.115,continental,resident,0.118,3.678,30,1.04,1,0.425,0.071,"Sayol, F., Maspons, J., Lapiedra, O., Iwaniuk, A. N., Székely, T., & Sol, D. (2016). Environmental variation and the evolution of large brains in birds. Nature communications, 7, 13971."
Lichenostomus_fuscus,Meliphagidae,PASSERIFORMES,0.099,continental,resident,0.125,3.809,17.75,0.73,2,0.365,0.039,"Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu-Austral Ornithology, 114(2), 160-170."
Lichenostomus_hindwoodi,Meliphagidae,PASSERIFORMES,0.081,continental,resident,0.113,2.025,24.67,0.89,3,0.379,0.068,"Sayol, F., Maspons, J., Lapiedra, O., Iwaniuk, A. N., Székely, T., & Sol, D. (2016). Environmental variation and the evolution of large brains in birds. Nature communications, 7, 13971."
Lichenostomus_keartlandi,Meliphagidae,PASSERIFORMES,0.064,continental,resident,0.125,2.378,15.75,0.69,2,0.376,0.155,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Lichenostomus_leucotis,Meliphagidae,PASSERIFORMES,0.054,continental,resident,0.113,3.649,24,0.89,8,0.394,0.126,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Lichenostomus_melanops,Meliphagidae,PASSERIFORMES,0.104,continental,resident,0.125,4.306,32.35,0.92,6,0.26,0.107,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Lichenostomus_ornatus,Meliphagidae,PASSERIFORMES,0.134,continental,resident,0.12,2.383,17.65,0.75,8,0.395,0.072,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
